Training net...

Evaluating split "val"...	Prec@1: 1.01%	Prec@5: 4.99%
Epoch 0/150	Iteration 0/391 (0.03 s/it)	Loss: 4.6050	Prec@1: 1.17%	Prec@5: 5.47%
Epoch 0/150	Iteration 50/391 (0.03 s/it)	Loss: 4.5991	Prec@1: 1.95%	Prec@5: 6.64%
Epoch 0/150	Iteration 100/391 (0.03 s/it)	Loss: 4.5367	Prec@1: 1.56%	Prec@5: 8.59%
Epoch 0/150	Iteration 150/391 (0.03 s/it)	Loss: 4.5185	Prec@1: 0.78%	Prec@5: 9.77%
Epoch 0/150	Iteration 200/391 (0.03 s/it)	Loss: 4.4958	Prec@1: 2.34%	Prec@5: 8.98%
Epoch 0/150	Iteration 250/391 (0.03 s/it)	Loss: 4.4170	Prec@1: 2.73%	Prec@5: 10.16%
Epoch 0/150	Iteration 300/391 (0.03 s/it)	Loss: 4.3237	Prec@1: 3.12%	Prec@5: 14.84%
Epoch 0/150	Iteration 350/391 (0.03 s/it)	Loss: 4.4465	Prec@1: 3.12%	Prec@5: 12.89%
Epoch 1/150	Iteration 0/391 (0.03 s/it)	Loss: 4.3813	Prec@1: 3.12%	Prec@5: 12.89%
Epoch 1/150	Iteration 50/391 (0.03 s/it)	Loss: 4.2803	Prec@1: 2.73%	Prec@5: 16.41%
Epoch 1/150	Iteration 100/391 (0.03 s/it)	Loss: 4.2948	Prec@1: 5.47%	Prec@5: 16.80%
Epoch 1/150	Iteration 150/391 (0.03 s/it)	Loss: 4.1782	Prec@1: 4.30%	Prec@5: 18.75%
Epoch 1/150	Iteration 200/391 (0.03 s/it)	Loss: 4.1430	Prec@1: 5.47%	Prec@5: 19.92%
Epoch 1/150	Iteration 250/391 (0.03 s/it)	Loss: 4.1624	Prec@1: 4.30%	Prec@5: 17.58%
Epoch 1/150	Iteration 300/391 (0.03 s/it)	Loss: 4.1069	Prec@1: 5.08%	Prec@5: 21.48%
Epoch 1/150	Iteration 350/391 (0.03 s/it)	Loss: 4.1633	Prec@1: 4.30%	Prec@5: 14.84%
Epoch 2/150	Iteration 0/391 (0.03 s/it)	Loss: 4.1898	Prec@1: 5.08%	Prec@5: 22.27%
Epoch 2/150	Iteration 50/391 (0.03 s/it)	Loss: 4.1198	Prec@1: 6.25%	Prec@5: 21.88%
Epoch 2/150	Iteration 100/391 (0.03 s/it)	Loss: 4.0466	Prec@1: 5.47%	Prec@5: 21.88%
